question_id,scene_id,image_path,question_type,question,choice_a,choice_b,choice_c,choice_d,answer_label,difficulty,visibility,layout_family,ood_axis,trace_best_quadrant,trace_contamination_quadrant,trace_usable_holes,trace_crack_orientation,trace_dominant_ice,trace_fiducial_count
raw_q_96b7e7d76fcdb7,raw_grid_00615,images/raw_grid_00615.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,B,easy,clear,offset,standard,lower_right,lower_left,15,diagonal,thin,1
raw_q_2582ea79a54a99,raw_grid_00615,images/raw_grid_00615.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,D,easy,clear,offset,standard,lower_right,lower_left,15,diagonal,thin,1
raw_q_a6dc4a4e82b577,raw_grid_00616,images/raw_grid_00616.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,C,hard,low_dose,offset,beam_gradient,lower_left,lower_left,0,none,thick,2
raw_q_b574080521d41c,raw_grid_00616,images/raw_grid_00616.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,C,hard,low_dose,offset,beam_gradient,lower_left,lower_left,0,none,thick,2
raw_q_16a457c298f93a,raw_grid_00616,images/raw_grid_00616.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,C,hard,low_dose,offset,beam_gradient,lower_left,lower_left,0,none,thick,2
raw_q_12292ca9659a94,raw_grid_00617,images/raw_grid_00617.png,ice_thickness,What is the dominant ice thickness condition?,thin,medium,thick,mixed,B,medium,clear,offset,standard,upper_left,lower_right,12,diagonal,medium,4
raw_q_c39a4a8665ee86,raw_grid_00617,images/raw_grid_00617.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,D,medium,clear,offset,standard,upper_left,lower_right,12,diagonal,medium,4
raw_q_b9b214f277ae8b,raw_grid_00617,images/raw_grid_00617.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,D,medium,clear,offset,standard,upper_left,lower_right,12,diagonal,medium,4
raw_q_fa044103778e3f,raw_grid_00618,images/raw_grid_00618.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,C,hard,frosty,square,standard,lower_left,upper_right,0,none,thick,0
raw_q_2425dea017e169,raw_grid_00618,images/raw_grid_00618.png,ice_thickness,What is the dominant ice thickness condition?,thin,medium,thick,mixed,C,hard,frosty,square,standard,lower_left,upper_right,0,none,thick,0
raw_q_8ffc87e09c7580,raw_grid_00618,images/raw_grid_00618.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,A,hard,frosty,square,standard,lower_left,upper_right,0,none,thick,0
raw_q_d6363c1a70ee4c,raw_grid_00619,images/raw_grid_00619.png,ice_thickness,What is the dominant ice thickness condition?,thin,medium,thick,mixed,A,medium,clear,offset,carbon_shadow,upper_left,lower_left,11,horizontal,thin,2
raw_q_3513dfbea3e4e8,raw_grid_00619,images/raw_grid_00619.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,B,medium,clear,offset,carbon_shadow,upper_left,lower_left,11,horizontal,thin,2
raw_q_01c516a98c8074,raw_grid_00619,images/raw_grid_00619.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,D,medium,clear,offset,carbon_shadow,upper_left,lower_left,11,horizontal,thin,2
raw_q_631042a6cf158b,raw_grid_00620,images/raw_grid_00620.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,A,easy,clear,offset,standard,lower_right,lower_left,6,none,mixed,0
raw_q_a41831a2c0979a,raw_grid_00620,images/raw_grid_00620.png,ice_thickness,What is the dominant ice thickness condition?,thin,medium,thick,mixed,D,easy,clear,offset,standard,lower_right,lower_left,6,none,mixed,0
raw_q_14be4a6d95da55,raw_grid_00620,images/raw_grid_00620.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,B,easy,clear,offset,standard,lower_right,lower_left,6,none,mixed,0
raw_q_d029ac1bf4a446,raw_grid_00621,images/raw_grid_00621.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,A,easy,clear,compressed,standard,lower_left,upper_left,14,diagonal,thin,1
raw_q_96a00f9c2ce6e5,raw_grid_00621,images/raw_grid_00621.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,D,easy,clear,compressed,standard,lower_left,upper_left,14,diagonal,thin,1
raw_q_ebe20b3c055193,raw_grid_00621,images/raw_grid_00621.png,ice_thickness,What is the dominant ice thickness condition?,thin,medium,thick,mixed,A,easy,clear,compressed,standard,lower_left,upper_left,14,diagonal,thin,1
raw_q_1052820810f955,raw_grid_00622,images/raw_grid_00622.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,C,medium,crowded,square,beam_gradient,lower_left,upper_right,0,diagonal,thick,2
raw_q_fa14794fbc3f29,raw_grid_00622,images/raw_grid_00622.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,B,medium,crowded,square,beam_gradient,lower_left,upper_right,0,diagonal,thick,2
raw_q_1dd9f44fdef909,raw_grid_00622,images/raw_grid_00622.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,C,medium,crowded,square,beam_gradient,lower_left,upper_right,0,diagonal,thick,2
raw_q_2f84e4830d9835,raw_grid_00623,images/raw_grid_00623.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,D,hard,crowded,offset,carbon_shadow,lower_right,lower_left,12,vertical,thin,0
raw_q_0328cf5621f1da,raw_grid_00623,images/raw_grid_00623.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,C,hard,crowded,offset,carbon_shadow,lower_right,lower_left,12,vertical,thin,0
raw_q_2187f29c15843b,raw_grid_00623,images/raw_grid_00623.png,ice_thickness,What is the dominant ice thickness condition?,thin,medium,thick,mixed,A,hard,crowded,offset,carbon_shadow,lower_right,lower_left,12,vertical,thin,0
raw_q_d8c2960c69a162,raw_grid_00624,images/raw_grid_00624.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,D,medium,clear,offset,standard,lower_right,lower_left,13,vertical,medium,3
raw_q_b50960d7088600,raw_grid_00624,images/raw_grid_00624.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,D,medium,clear,offset,standard,lower_right,lower_left,13,vertical,medium,3
raw_q_150cc4bc9f5bf8,raw_grid_00624,images/raw_grid_00624.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,D,medium,clear,offset,standard,lower_right,lower_left,13,vertical,medium,3
raw_q_a13228274b6bee,raw_grid_00625,images/raw_grid_00625.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,D,medium,clear,compressed,ice_rings,lower_left,lower_right,13,vertical,thin,1
raw_q_3a7484c0b89644,raw_grid_00625,images/raw_grid_00625.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,D,medium,clear,compressed,ice_rings,lower_left,lower_right,13,vertical,thin,1
raw_q_ec8cd9985730c6,raw_grid_00625,images/raw_grid_00625.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,C,medium,clear,compressed,ice_rings,lower_left,lower_right,13,vertical,thin,1
raw_q_f3ff0c559ecd58,raw_grid_00626,images/raw_grid_00626.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,A,medium,crowded,offset,standard,lower_left,upper_left,0,none,thick,3
raw_q_fba8ee537d193a,raw_grid_00626,images/raw_grid_00626.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,D,medium,crowded,offset,standard,lower_left,upper_left,0,none,thick,3
raw_q_6b62848536843e,raw_grid_00626,images/raw_grid_00626.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,C,medium,crowded,offset,standard,lower_left,upper_left,0,none,thick,3
raw_q_fbeb142f2ad2a4,raw_grid_00627,images/raw_grid_00627.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,C,hard,crowded,square,carbon_shadow,lower_right,upper_left,14,vertical,medium,2
raw_q_71e18ab061f261,raw_grid_00627,images/raw_grid_00627.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,D,hard,crowded,square,carbon_shadow,lower_right,upper_left,14,vertical,medium,2
raw_q_426114c415ca2d,raw_grid_00627,images/raw_grid_00627.png,ice_thickness,What is the dominant ice thickness condition?,thin,medium,thick,mixed,B,hard,crowded,square,carbon_shadow,lower_right,upper_left,14,vertical,medium,2
raw_q_8fe1a5bc1ee981,raw_grid_00628,images/raw_grid_00628.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,C,hard,low_dose,offset,beam_gradient,lower_left,lower_right,5,none,mixed,2
raw_q_11a9789f146565,raw_grid_00628,images/raw_grid_00628.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,B,hard,low_dose,offset,beam_gradient,lower_left,lower_right,5,none,mixed,2
raw_q_1e142fdd4f57a1,raw_grid_00628,images/raw_grid_00628.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,C,hard,low_dose,offset,beam_gradient,lower_left,lower_right,5,none,mixed,2
raw_q_da9638dee53920,raw_grid_00629,images/raw_grid_00629.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,D,medium,crowded,square,standard,upper_left,lower_left,8,none,mixed,3
raw_q_90a01746a4290c,raw_grid_00629,images/raw_grid_00629.png,ice_thickness,What is the dominant ice thickness condition?,thin,medium,thick,mixed,D,medium,crowded,square,standard,upper_left,lower_left,8,none,mixed,3
raw_q_9aba7bf9de5a21,raw_grid_00629,images/raw_grid_00629.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,A,medium,crowded,square,standard,upper_left,lower_left,8,none,mixed,3
raw_q_44fc453b964842,raw_grid_00630,images/raw_grid_00630.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,C,medium,low_dose,square,beam_gradient,lower_left,lower_right,12,diagonal,medium,2
raw_q_25911776ca1028,raw_grid_00630,images/raw_grid_00630.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,C,medium,low_dose,square,beam_gradient,lower_left,lower_right,12,diagonal,medium,2
raw_q_98355577de98e3,raw_grid_00630,images/raw_grid_00630.png,ice_thickness,What is the dominant ice thickness condition?,thin,medium,thick,mixed,B,medium,low_dose,square,beam_gradient,lower_left,lower_right,12,diagonal,medium,2
raw_q_524f1b66011e67,raw_grid_00631,images/raw_grid_00631.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,A,medium,frosty,square,beam_gradient,lower_left,upper_left,11,vertical,thin,1
raw_q_b6fca1ee265a78,raw_grid_00631,images/raw_grid_00631.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,C,medium,frosty,square,beam_gradient,lower_left,upper_left,11,vertical,thin,1
raw_q_1f11b1de268a6b,raw_grid_00631,images/raw_grid_00631.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,C,medium,frosty,square,beam_gradient,lower_left,upper_left,11,vertical,thin,1
raw_q_a06af83c113bc6,raw_grid_00632,images/raw_grid_00632.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,C,medium,crowded,square,standard,lower_left,upper_right,0,none,thick,2
raw_q_acd1451182428f,raw_grid_00632,images/raw_grid_00632.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,A,medium,crowded,square,standard,lower_left,upper_right,0,none,thick,2
raw_q_1a47f0be15d026,raw_grid_00632,images/raw_grid_00632.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,A,medium,crowded,square,standard,lower_left,upper_right,0,none,thick,2
raw_q_4d70bdacd1990d,raw_grid_00633,images/raw_grid_00633.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,C,easy,clear,offset,beam_gradient,lower_left,upper_left,12,diagonal,medium,2
raw_q_20ef084a32a4e9,raw_grid_00633,images/raw_grid_00633.png,ice_thickness,What is the dominant ice thickness condition?,thin,medium,thick,mixed,B,easy,clear,offset,beam_gradient,lower_left,upper_left,12,diagonal,medium,2
raw_q_ad74a53551be00,raw_grid_00633,images/raw_grid_00633.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,C,easy,clear,offset,beam_gradient,lower_left,upper_left,12,diagonal,medium,2
raw_q_c716ce1dba52b2,raw_grid_00634,images/raw_grid_00634.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,C,easy,clear,square,standard,lower_left,upper_left,11,vertical,thin,3
raw_q_37a8ef393e69ae,raw_grid_00634,images/raw_grid_00634.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,D,easy,clear,square,standard,lower_left,upper_left,11,vertical,thin,3
raw_q_92c6a04acb3d05,raw_grid_00634,images/raw_grid_00634.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,D,easy,clear,square,standard,lower_left,upper_left,11,vertical,thin,3
raw_q_2cccb5a6e909f9,raw_grid_00635,images/raw_grid_00635.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,D,hard,low_dose,square,carbon_shadow,lower_right,upper_right,11,none,medium,2
raw_q_48e2add2d087cb,raw_grid_00635,images/raw_grid_00635.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,D,hard,low_dose,square,carbon_shadow,lower_right,upper_right,11,none,medium,2
raw_q_185b0c79c347e6,raw_grid_00635,images/raw_grid_00635.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,B,hard,low_dose,square,carbon_shadow,lower_right,upper_right,11,none,medium,2
raw_q_a23e7c89976718,raw_grid_00636,images/raw_grid_00636.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,A,hard,frosty,offset,ice_rings,upper_left,upper_right,10,horizontal,medium,3
raw_q_0b18f09421e9f2,raw_grid_00636,images/raw_grid_00636.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,B,hard,frosty,offset,ice_rings,upper_left,upper_right,10,horizontal,medium,3
raw_q_0ab52f4b18ffa7,raw_grid_00636,images/raw_grid_00636.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,D,hard,frosty,offset,ice_rings,upper_left,upper_right,10,horizontal,medium,3
raw_q_dc047ca2f2d04d,raw_grid_00637,images/raw_grid_00637.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,D,medium,frosty,offset,standard,lower_left,upper_right,14,diagonal,thin,3
raw_q_d90961d02b2df2,raw_grid_00637,images/raw_grid_00637.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,D,medium,frosty,offset,standard,lower_left,upper_right,14,diagonal,thin,3
raw_q_76a6e1d67d3006,raw_grid_00637,images/raw_grid_00637.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,B,medium,frosty,offset,standard,lower_left,upper_right,14,diagonal,thin,3
raw_q_23026630da8713,raw_grid_00638,images/raw_grid_00638.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,D,easy,clear,square,standard,lower_left,lower_right,11,diagonal,mixed,3
raw_q_b7cc45ab16bfc7,raw_grid_00638,images/raw_grid_00638.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,C,easy,clear,square,standard,lower_left,lower_right,11,diagonal,mixed,3
raw_q_412b84a97fbdd1,raw_grid_00638,images/raw_grid_00638.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,D,easy,clear,square,standard,lower_left,lower_right,11,diagonal,mixed,3
raw_q_d42fd8fc2f9731,raw_grid_00639,images/raw_grid_00639.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,D,medium,frosty,compressed,ice_rings,lower_right,lower_left,13,horizontal,thin,3
raw_q_f377b69cb9af8c,raw_grid_00639,images/raw_grid_00639.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,C,medium,frosty,compressed,ice_rings,lower_right,lower_left,13,horizontal,thin,3
raw_q_41d00e70756abc,raw_grid_00639,images/raw_grid_00639.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,B,medium,frosty,compressed,ice_rings,lower_right,lower_left,13,horizontal,thin,3
raw_q_df577d77a19504,raw_grid_00640,images/raw_grid_00640.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,A,easy,clear,square,carbon_shadow,lower_left,upper_left,10,none,mixed,2
raw_q_ec7148521f53cb,raw_grid_00640,images/raw_grid_00640.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,C,easy,clear,square,carbon_shadow,lower_left,upper_left,10,none,mixed,2
raw_q_79d6eb5ef7f9e6,raw_grid_00640,images/raw_grid_00640.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,C,easy,clear,square,carbon_shadow,lower_left,upper_left,10,none,mixed,2
raw_q_cd158e0c65f2a5,raw_grid_00641,images/raw_grid_00641.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,D,medium,crowded,offset,standard,lower_left,lower_right,11,diagonal,medium,2
raw_q_030bc2c32adbba,raw_grid_00641,images/raw_grid_00641.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,D,medium,crowded,offset,standard,lower_left,lower_right,11,diagonal,medium,2
raw_q_0d7fa0c04f2104,raw_grid_00641,images/raw_grid_00641.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,D,medium,crowded,offset,standard,lower_left,lower_right,11,diagonal,medium,2
raw_q_0f583f9292fef1,raw_grid_00642,images/raw_grid_00642.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,D,medium,low_dose,compressed,standard,upper_left,lower_right,13,none,thin,4
raw_q_0de62e19fb5a89,raw_grid_00642,images/raw_grid_00642.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,D,medium,low_dose,compressed,standard,upper_left,lower_right,13,none,thin,4
raw_q_a517af13b90580,raw_grid_00642,images/raw_grid_00642.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,A,medium,low_dose,compressed,standard,upper_left,lower_right,13,none,thin,4
raw_q_ab3abcaa0bb84e,raw_grid_00643,images/raw_grid_00643.png,ice_thickness,What is the dominant ice thickness condition?,thin,medium,thick,mixed,A,easy,clear,square,standard,lower_left,upper_right,14,none,thin,2
raw_q_8aaa3815b54adf,raw_grid_00643,images/raw_grid_00643.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,D,easy,clear,square,standard,lower_left,upper_right,14,none,thin,2
raw_q_f049054b6bf2c2,raw_grid_00643,images/raw_grid_00643.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,C,easy,clear,square,standard,lower_left,upper_right,14,none,thin,2
raw_q_3b625b5c4ecdcb,raw_grid_00644,images/raw_grid_00644.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,A,medium,crowded,compressed,standard,lower_right,upper_left,7,vertical,mixed,2
raw_q_81974e3d5d29fb,raw_grid_00644,images/raw_grid_00644.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,C,medium,crowded,compressed,standard,lower_right,upper_left,7,vertical,mixed,2
raw_q_57f00eb73cab77,raw_grid_00644,images/raw_grid_00644.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,C,medium,crowded,compressed,standard,lower_right,upper_left,7,vertical,mixed,2
raw_q_5396cc12834460,raw_grid_00645,images/raw_grid_00645.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,D,hard,low_dose,square,beam_gradient,lower_right,lower_left,11,vertical,medium,3
raw_q_d6fe3ef5990ce8,raw_grid_00645,images/raw_grid_00645.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,C,hard,low_dose,square,beam_gradient,lower_right,lower_left,11,vertical,medium,3
raw_q_e0b5cfbbf71ca3,raw_grid_00645,images/raw_grid_00645.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,D,hard,low_dose,square,beam_gradient,lower_right,lower_left,11,vertical,medium,3
raw_q_a3554494760be7,raw_grid_00646,images/raw_grid_00646.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,D,medium,low_dose,square,standard,lower_left,upper_left,11,none,medium,4
raw_q_d972530e323636,raw_grid_00646,images/raw_grid_00646.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,A,medium,low_dose,square,standard,lower_left,upper_left,11,none,medium,4
raw_q_556430305bcbf6,raw_grid_00646,images/raw_grid_00646.png,ice_thickness,What is the dominant ice thickness condition?,thin,medium,thick,mixed,B,medium,low_dose,square,standard,lower_left,upper_left,11,none,medium,4
raw_q_12ed3d7d1e2afd,raw_grid_00647,images/raw_grid_00647.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,B,easy,frosty,compressed,standard,upper_right,lower_left,8,none,mixed,1
raw_q_c82b1b5bd3c55a,raw_grid_00647,images/raw_grid_00647.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,C,easy,frosty,compressed,standard,upper_right,lower_left,8,none,mixed,1
raw_q_1f96b23b6c7bdc,raw_grid_00647,images/raw_grid_00647.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,A,easy,frosty,compressed,standard,upper_right,lower_left,8,none,mixed,1
raw_q_f802fca754eb2b,raw_grid_00648,images/raw_grid_00648.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,C,medium,clear,compressed,beam_gradient,lower_left,upper_left,14,none,thin,0
raw_q_458f4baf557eeb,raw_grid_00648,images/raw_grid_00648.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,A,medium,clear,compressed,beam_gradient,lower_left,upper_left,14,none,thin,0
raw_q_19fce6f5f77f1e,raw_grid_00648,images/raw_grid_00648.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,A,medium,clear,compressed,beam_gradient,lower_left,upper_left,14,none,thin,0
raw_q_a1bdd7af960d47,raw_grid_00649,images/raw_grid_00649.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,A,medium,clear,compressed,standard,lower_right,upper_left,10,horizontal,mixed,1
raw_q_d88950f10473df,raw_grid_00649,images/raw_grid_00649.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,B,medium,clear,compressed,standard,lower_right,upper_left,10,horizontal,mixed,1
raw_q_e47d1c26236f18,raw_grid_00649,images/raw_grid_00649.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,D,medium,clear,compressed,standard,lower_right,upper_left,10,horizontal,mixed,1
raw_q_db9c46adb57ece,raw_grid_00650,images/raw_grid_00650.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,C,medium,low_dose,offset,standard,lower_left,upper_right,7,horizontal,mixed,1
raw_q_f502c72925db12,raw_grid_00650,images/raw_grid_00650.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,B,medium,low_dose,offset,standard,lower_left,upper_right,7,horizontal,mixed,1
raw_q_3d79a010ec5402,raw_grid_00650,images/raw_grid_00650.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,B,medium,low_dose,offset,standard,lower_left,upper_right,7,horizontal,mixed,1
raw_q_e9f2a62f05470c,raw_grid_00651,images/raw_grid_00651.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,B,easy,clear,compressed,carbon_shadow,lower_left,upper_left,9,horizontal,mixed,2
raw_q_b56e3953dd38d2,raw_grid_00651,images/raw_grid_00651.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,C,easy,clear,compressed,carbon_shadow,lower_left,upper_left,9,horizontal,mixed,2
raw_q_0d938639755079,raw_grid_00651,images/raw_grid_00651.png,ice_thickness,What is the dominant ice thickness condition?,thin,medium,thick,mixed,D,easy,clear,compressed,carbon_shadow,lower_left,upper_left,9,horizontal,mixed,2
raw_q_fe302f96894512,raw_grid_00652,images/raw_grid_00652.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,D,medium,frosty,offset,standard,lower_left,lower_left,0,horizontal,thick,3
raw_q_f878175ef270b7,raw_grid_00652,images/raw_grid_00652.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,B,medium,frosty,offset,standard,lower_left,lower_left,0,horizontal,thick,3
raw_q_9d6d5e5cf49342,raw_grid_00652,images/raw_grid_00652.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,C,medium,frosty,offset,standard,lower_left,lower_left,0,horizontal,thick,3
raw_q_40e89fe2934684,raw_grid_00653,images/raw_grid_00653.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,C,medium,low_dose,compressed,standard,lower_left,lower_left,15,vertical,medium,1
raw_q_12ada6823104d5,raw_grid_00653,images/raw_grid_00653.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,C,medium,low_dose,compressed,standard,lower_left,lower_left,15,vertical,medium,1
raw_q_3c7b856c3887de,raw_grid_00653,images/raw_grid_00653.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,D,medium,low_dose,compressed,standard,lower_left,lower_left,15,vertical,medium,1
raw_q_61e77576a1b6e5,raw_grid_00654,images/raw_grid_00654.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,B,hard,frosty,offset,beam_gradient,upper_right,lower_right,12,diagonal,thin,2
raw_q_6926f4cc3d9d2b,raw_grid_00654,images/raw_grid_00654.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,D,hard,frosty,offset,beam_gradient,upper_right,lower_right,12,diagonal,thin,2
raw_q_81ab6fd2d3d758,raw_grid_00654,images/raw_grid_00654.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,D,hard,frosty,offset,beam_gradient,upper_right,lower_right,12,diagonal,thin,2
